Region,Code,Name,CC Adult Open_43801,CC Adult Occ_43801,Occupancy rate_43801,CC Adult Open_43802,CC Adult Occ_43802,Occupancy rate_43802,CC Adult Open_43803,CC Adult Occ_43803,Occupancy rate_43803,CC Adult Open_43804,CC Adult Occ_43804,Occupancy rate_43804,CC Adult Open_43805,CC Adult Occ_43805,Occupancy rate_43805,CC Adult Open_43806,CC Adult Occ_43806,Occupancy rate_43806,CC Adult Open_43807,CC Adult Occ_43807,Occupancy rate_43807,CC Adult Open_43808,CC Adult Occ_43808,Occupancy rate_43808,CC Adult Open_43809,CC Adult Occ_43809,Occupancy rate_43809,CC Adult Open_43810,CC Adult Occ_43810,Occupancy rate_43810,CC Adult Open_43811,CC Adult Occ_43811,Occupancy rate_43811,CC Adult Open_43812,CC Adult Occ_43812,Occupancy rate_43812,CC Adult Open_43813,CC Adult Occ_43813,Occupancy rate_43813,CC Adult Open_43814,CC Adult Occ_43814,Occupancy rate_43814,CC Adult Open_43815,CC Adult Occ_43815,Occupancy rate_43815,CC Adult Open_43816,CC Adult Occ_43816,Occupancy rate_43816,CC Adult Open_43817,CC Adult Occ_43817,Occupancy rate_43817,CC Adult Open_43818,CC Adult Occ_43818,Occupancy rate_43818,CC Adult Open_43819,CC Adult Occ_43819,Occupancy rate_43819,CC Adult Open_43820,CC Adult Occ_43820,Occupancy rate_43820,CC Adult Open_43821,CC Adult Occ_43821,Occupancy rate_43821,CC Adult Open_43822,CC Adult Occ_43822,Occupancy rate_43822,CC Adult Open_43823,CC Adult Occ_43823,Occupancy rate_43823,CC Adult Open_43824,CC Adult Occ_43824,Occupancy rate_43824,CC Adult Open_43825,CC Adult Occ_43825,Occupancy rate_43825,CC Adult Open_43826,CC Adult Occ_43826,Occupancy rate_43826,CC Adult Open_43827,CC Adult Occ_43827,Occupancy rate_43827,CC Adult Open_43828,CC Adult Occ_43828,Occupancy rate_43828,CC Adult Open_43829,CC Adult Occ_43829,Occupancy rate_43829,CC Adult Open_43830,CC Adult Occ_43830,Occupancy rate_43830,CC Adult Open_43831,CC Adult Occ_43831,Occupancy rate_43831,CC Adult Open_43832,CC Adult Occ_43832,Occupancy rate_43832,CC Adult Open_43833,CC Adult Occ_43833,Occupancy rate_43833,CC Adult Open_43834,CC Adult Occ_43834,Occupancy rate_43834,CC Adult Open_43835,CC Adult Occ_43835,Occupancy rate_43835,CC Adult Open_43836,CC Adult Occ_43836,Occupancy rate_43836,CC Adult Open_43837,CC Adult Occ_43837,Occupancy rate_43837,CC Adult Open_43838,CC Adult Occ_43838,Occupancy rate_43838,CC Adult Open_43839,CC Adult Occ_43839,Occupancy rate_43839,CC Adult Open_43840,CC Adult Occ_43840,Occupancy rate_43840,CC Adult Open_43841,CC Adult Occ_43841,Occupancy rate_43841,CC Adult Open_43842,CC Adult Occ_43842,Occupancy rate_43842,CC Adult Open_43843,CC Adult Occ_43843,Occupancy rate_43843,CC Adult Open_43844,CC Adult Occ_43844,Occupancy rate_43844,CC Adult Open_43845,CC Adult Occ_43845,Occupancy rate_43845,CC Adult Open_43846,CC Adult Occ_43846,Occupancy rate_43846,CC Adult Open_43847,CC Adult Occ_43847,Occupancy rate_43847,CC Adult Open_43848,CC Adult Occ_43848,Occupancy rate_43848,CC Adult Open_43849,CC Adult Occ_43849,Occupancy rate_43849,CC Adult Open_43850,CC Adult Occ_43850,Occupancy rate_43850,CC Adult Open_43851,CC Adult Occ_43851,Occupancy rate_43851,CC Adult Open_43852,CC Adult Occ_43852,Occupancy rate_43852,CC Adult Open_43853,CC Adult Occ_43853,Occupancy rate_43853,CC Adult Open_43854,CC Adult Occ_43854,Occupancy rate_43854,CC Adult Open_43855,CC Adult Occ_43855,Occupancy rate_43855,CC Adult Open_43856,CC Adult Occ_43856,Occupancy rate_43856,CC Adult Open_43857,CC Adult Occ_43857,Occupancy rate_43857,CC Adult Open_43858,CC Adult Occ_43858,Occupancy rate_43858,CC Adult Open_43859,CC Adult Occ_43859,Occupancy rate_43859,CC Adult Open_43860,CC Adult Occ_43860,Occupancy rate_43860,CC Adult Open_43861,CC Adult Occ_43861,Occupancy rate_43861,CC Adult Open_43862,CC Adult Occ_43862,Occupancy rate_43862,CC Adult Open_43863,CC Adult Occ_43863,Occupancy rate_43863,CC Adult Open_43864,CC Adult Occ_43864,Occupancy rate_43864,CC Adult Open_43865,CC Adult Occ_43865,Occupancy rate_43865,CC Adult Open_43866,CC Adult Occ_43866,Occupancy rate_43866,CC Adult Open_43867,CC Adult Occ_43867,Occupancy rate_43867,CC Adult Open_43868,CC Adult Occ_43868,Occupancy rate_43868,CC Adult Open_43869,CC Adult Occ_43869,Occupancy rate_43869,CC Adult Open_43870,CC Adult Occ_43870,Occupancy rate_43870,CC Adult Open_43871,CC Adult Occ_43871,Occupancy rate_43871,CC Adult Open_43872,CC Adult Occ_43872,Occupancy rate_43872,CC Adult Open_43873,CC Adult Occ_43873,Occupancy rate_43873,CC Adult Open_43874,CC Adult Occ_43874,Occupancy rate_43874,CC Adult Open_43875,CC Adult Occ_43875,Occupancy rate_43875,CC Adult Open_43876,CC Adult Occ_43876,Occupancy rate_43876,CC Adult Open_43877,CC Adult Occ_43877,Occupancy rate_43877,CC Adult Open_43878,CC Adult Occ_43878,Occupancy rate_43878,CC Adult Open_43879,CC Adult Occ_43879,Occupancy rate_43879,CC Adult Open_43880,CC Adult Occ_43880,Occupancy rate_43880,CC Adult Open_43881,CC Adult Occ_43881,Occupancy rate_43881,CC Adult Open_43882,CC Adult Occ_43882,Occupancy rate_43882,CC Adult Open_43883,CC Adult Occ_43883,Occupancy rate_43883,CC Adult Open_43884,CC Adult Occ_43884,Occupancy rate_43884,CC Adult Open_43885,CC Adult Occ_43885,Occupancy rate_43885,CC Adult Open_43886,CC Adult Occ_43886,Occupancy rate_43886,CC Adult Open_43887,CC Adult Occ_43887,Occupancy rate_43887,CC Adult Open_43888,CC Adult Occ_43888,Occupancy rate_43888,CC Adult Open_43889,CC Adult Occ_43889,Occupancy rate_43889,CC Adult Open_43890,CC Adult Occ_43890,Occupancy rate_43890,CC Adult Open_43891,CC Adult Occ_43891,Occupancy rate_43891
North West Of England Commissioning Region,RXR,East Lancashire Hospitals NHS Trust,24,15,62.50%,24,19,79.20%,24,17,70.80%,24,15,62.50%,24,18,75.00%,24,13,54.20%,24,20,83.30%,24,19,79.20%,24,23,95.80%,24,19,79.20%,24,20,83.30%,24,22,91.70%,24,22,91.70%,24,18,75.00%,24,24,100.00%,24,20,83.30%,24,21,87.50%,24,20,83.30%,24,22,91.70%,24,15,62.50%,24,15,62.50%,24,16,66.70%,24,17,70.80%,24,19,79.20%,24,18,75.00%,24,17,70.80%,24,17,70.80%,24,16,66.70%,24,18,75.00%,24,17,70.80%,24,20,83.30%,24,19,79.20%,24,20,83.30%,24,18,75.00%,24,20,83.30%,24,22,91.70%,24,20,83.30%,24,19,79.20%,24,15,62.50%,24,13,54.20%,24,13,54.20%,24,15,62.50%,24,21,87.50%,24,21,87.50%,24,22,91.70%,24,20,83.30%,24,21,87.50%,24,21,87.50%,24,22,91.70%,24,21,87.50%,24,21,87.50%,24,20,83.30%,24,17,70.80%,24,17,70.80%,24,14,58.30%,24,12,50.00%,24,12,50.00%,24,16,66.70%,24,17,70.80%,24,21,87.50%,24,18,75.00%,24,16,66.70%,24,15,62.50%,24,17,70.80%,24,18,75.00%,24,18,75.00%,24,18,75.00%,24,19,79.20%,24,21,87.50%,24,22,91.70%,24,24,100.00%,24,24,100.00%,24,22,91.70%,24,20,83.30%,24,22,91.70%,24,20,83.30%,24,15,62.50%,24,15,62.50%,24,17,70.80%,24,15,62.50%,24,20,83.30%,24,16,66.70%,24,16,66.70%,24,15,62.50%,24,16,66.70%,24,22,91.70%,24,21,87.50%,24,19,79.20%,24,17,70.80%,24,16,66.70%,24,15,62.50%
North West Of England Commissioning Region,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,31,28,90.30%,31,25,80.60%,31,29,93.50%,31,26,83.90%,31,27,87.10%,31,27,87.10%,31,28,90.30%,31,28,90.30%,31,28,90.30%,31,28,90.30%,31,28,90.30%,31,28,90.30%,31,27,87.10%,31,26,83.90%,31,27,87.10%,31,27,87.10%,31,26,83.90%,31,26,83.90%,31,26,83.90%,31,28,90.30%,31,27,87.10%,31,28,90.30%,31,29,93.50%,31,29,93.50%,31,27,87.10%,31,27,87.10%,31,31,100.00%,31,27,87.10%,31,27,87.10%,31,27,87.10%,31,27,87.10%,31,28,90.30%,31,27,87.10%,31,27,87.10%,31,28,90.30%,31,28,90.30%,31,29,93.50%,31,28,90.30%,31,28,90.30%,31,27,87.10%,31,27,87.10%,31,26,83.90%,31,31,100.00%,31,25,80.60%,31,25,80.60%,31,24,77.40%,31,28,90.30%,31,26,83.90%,31,26,83.90%,31,27,87.10%,31,27,87.10%,31,25,80.60%,31,30,96.80%,31,27,87.10%,31,25,80.60%,31,27,87.10%,31,27,87.10%,31,29,93.50%,31,29,93.50%,31,27,87.10%,31,30,96.80%,31,26,83.90%,31,28,90.30%,31,31,100.00%,31,31,100.00%,31,28,90.30%,31,28,90.30%,31,28,90.30%,31,27,87.10%,31,28,90.30%,31,24,77.40%,31,25,80.60%,31,24,77.40%,31,24,77.40%,31,25,80.60%,31,26,83.90%,31,31,100.00%,31,30,96.80%,31,31,100.00%,31,27,87.10%,31,27,87.10%,31,26,83.90%,31,25,80.60%,31,29,93.50%,31,30,96.80%,31,31,100.00%,31,31,100.00%,31,31,100.00%,31,28,90.30%,31,28,90.30%,31,27,87.10%
North West Of England Commissioning Region,REM,Liverpool University Hospitals NHS Foundation Trust,60,50,83.30%,60,49,81.70%,60,51,85.00%,60,53,88.30%,60,52,86.70%,60,56,93.30%,60,56,93.30%,60,53,88.30%,60,48,80.00%,60,50,83.30%,60,54,90.00%,60,50,83.30%,60,51,85.00%,60,56,93.30%,60,59,98.30%,60,54,90.00%,60,51,85.00%,59,53,89.80%,59,50,84.70%,59,49,83.10%,59,50,84.70%,59,54,91.50%,36,29,80.60%,59,50,84.70%,59,51,86.40%,59,48,81.40%,59,48,81.40%,59,47,79.70%,59,47,79.70%,59,52,88.10%,59,53,89.80%,59,53,89.80%,59,55,93.20%,59,55,93.20%,59,55,93.20%,59,52,88.10%,59,53,89.80%,59,54,91.50%,59,54,91.50%,59,49,83.10%,59,49,83.10%,59,51,86.40%,59,50,84.70%,59,54,91.50%,59,53,89.80%,59,54,91.50%,59,54,91.50%,59,49,83.10%,59,45,76.30%,59,49,83.10%,59,46,78.00%,59,51,86.40%,59,48,81.40%,59,46,78.00%,59,50,84.70%,59,48,81.40%,59,48,81.40%,59,48,81.40%,59,52,88.10%,59,54,91.50%,59,54,91.50%,59,53,89.80%,59,50,84.70%,59,54,91.50%,59,53,89.80%,59,51,86.40%,59,52,88.10%,59,54,91.50%,59,53,89.80%,59,55,93.20%,59,55,93.20%,59,54,91.50%,59,55,93.20%,59,53,89.80%,59,52,88.10%,59,52,88.10%,59,54,91.50%,59,54,91.50%,59,53,89.80%,59,49,83.10%,59,53,89.80%,59,53,89.80%,59,54,91.50%,59,53,89.80%,59,54,91.50%,59,51,86.40%,59,53,89.80%,59,54,91.50%,59,54,91.50%,59,53,89.80%,59,51,86.40%
North West Of England Commissioning Region,R0A,Manchester University NHS Foundation Trust,108,87,80.60%,108,82,75.90%,108,84,77.80%,108,87,80.60%,108,91,84.30%,108,84,77.80%,108,87,80.60%,108,86,79.60%,108,83,76.90%,108,86,79.60%,108,89,82.40%,108,90,83.30%,108,85,78.70%,108,84,77.80%,108,95,88.00%,108,95,88.00%,108,85,78.70%,108,91,84.30%,108,89,82.40%,108,81,75.00%,108,80,74.10%,108,86,79.60%,108,84,77.80%,108,82,75.90%,108,81,75.00%,108,79,73.10%,108,77,71.30%,108,73,67.60%,108,77,71.30%,108,82,75.90%,108,76,70.40%,108,84,77.80%,108,86,79.60%,108,83,76.90%,108,90,83.30%,108,93,86.10%,108,91,84.30%,108,90,83.30%,108,90,83.30%,108,88,81.50%,108,84,77.80%,108,82,75.90%,108,96,88.90%,108,96,88.90%,108,96,88.90%,108,94,87.00%,108,90,83.30%,108,81,75.00%,108,83,76.90%,108,86,79.60%,108,90,83.30%,108,93,86.10%,108,96,88.90%,108,97,89.80%,108,89,82.40%,108,84,77.80%,108,86,79.60%,108,96,88.90%,108,87,80.60%,108,90,83.30%,108,97,89.80%,108,93,86.10%,108,91,84.30%,108,97,89.80%,108,95,88.00%,108,94,87.00%,108,90,83.30%,108,87,80.60%,108,83,76.90%,108,82,75.90%,108,93,86.10%,108,87,80.60%,108,92,85.20%,108,86,79.60%,108,89,82.40%,108,81,75.00%,108,78,72.20%,108,82,75.90%,108,86,79.60%,108,86,79.60%,108,90,83.30%,108,92,85.20%,108,88,81.50%,108,90,83.30%,108,85,78.70%,108,92,85.20%,108,91,84.30%,108,87,80.60%,108,90,83.30%,108,91,84.30%,108,91,84.30%
North West Of England Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,11,9,81.80%,11,8,72.70%,11,8,72.70%,11,9,81.80%,11,9,81.80%,11,10,90.90%,11,11,100.00%,11,9,81.80%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,10,90.90%,11,11,100.00%,11,10,90.90%,11,11,100.00%,11,10,90.90%,11,11,100.00%,11,11,100.00%,11,10,90.90%,11,10,90.90%,11,9,81.80%,11,9,81.80%,11,8,72.70%,11,9,81.80%,11,10,90.90%,11,10,90.90%,11,9,81.80%,11,9,81.80%,11,9,81.80%,11,10,90.90%,11,8,72.70%,11,10,90.90%,11,10,90.90%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,9,81.80%,11,10,90.90%,11,10,90.90%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,11,100.00%,11,10,90.90%,11,9,81.80%,11,8,72.70%,11,9,81.80%,11,10,90.90%,11,8,72.70%,11,8,72.70%,11,7,63.60%,11,8,72.70%,11,9,81.80%,11,9,81.80%,11,8,72.70%,11,10,90.90%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,8,72.70%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,6,54.50%,11,7,63.60%,11,8,72.70%,11,9,81.80%,11,7,63.60%,11,7,63.60%,11,7,63.60%,11,8,72.70%,11,0,0.00%,11,9,81.80%,11,9,81.80%,11,7,63.60%,11,9,81.80%,11,7,63.60%,11,7,63.60%,11,6,54.50%,11,8,72.70%,11,8,72.70%,11,9,81.80%,11,10,90.90%,11,9,81.80%,11,8,72.70%,11,7,63.60%
North West Of England Commissioning Region,RW6,Pennine Acute Hospitals NHS Trust,36,32,88.90%,36,30,83.30%,36,29,80.60%,36,29,80.60%,36,29,80.60%,36,31,86.10%,36,29,80.60%,36,28,77.80%,36,29,80.60%,36,28,77.80%,36,30,83.30%,36,32,88.90%,36,31,86.10%,36,29,80.60%,36,0,0.00%,36,32,88.90%,36,34,94.40%,37,34,91.90%,36,31,86.10%,36,31,86.10%,36,30,83.30%,36,32,88.90%,36,30,83.30%,36,32,88.90%,36,31,86.10%,36,29,80.60%,36,32,88.90%,36,33,91.70%,36,34,94.40%,36,33,91.70%,36,32,88.90%,37,32,86.50%,37,35,94.60%,36,31,86.10%,37,33,89.20%,36,32,88.90%,36,33,91.70%,36,31,86.10%,37,30,81.10%,36,34,94.40%,36,28,77.80%,36,28,77.80%,36,0,0.00%,30,0,0.00%,36,2,5.60%,37,32,86.50%,36,31,86.10%,36,32,88.90%,36,32,88.90%,36,24,66.70%,36,29,80.60%,36,30,83.30%,36,29,80.60%,36,29,80.60%,36,32,88.90%,36,29,80.60%,36,33,91.70%,36,31,86.10%,36,32,88.90%,36,33,91.70%,36,30,83.30%,36,28,77.80%,36,28,77.80%,36,31,86.10%,36,27,75.00%,36,29,80.60%,36,27,75.00%,36,30,83.30%,36,28,77.80%,36,0,0.00%,36,30,83.30%,36,24,66.70%,36,29,80.60%,36,31,86.10%,36,28,77.80%,36,29,80.60%,36,30,83.30%,36,32,88.90%,36,33,91.70%,36,30,83.30%,36,27,75.00%,36,26,72.20%,36,28,77.80%,36,30,83.30%,36,28,77.80%,36,28,77.80%,36,28,77.80%,36,26,72.20%,36,24,66.70%,36,27,75.00%,36,28,77.80%
North West Of England Commissioning Region,RM3,Salford Royal NHS Foundation Trust,38,35,92.10%,38,35,92.10%,38,37,97.40%,38,34,89.50%,38,36,94.70%,38,33,86.80%,38,35,92.10%,38,35,92.10%,38,35,92.10%,38,36,94.70%,38,34,89.50%,38,34,89.50%,38,31,81.60%,38,34,89.50%,38,36,94.70%,38,34,89.50%,38,38,100.00%,39,39,100.00%,38,32,84.20%,38,33,86.80%,38,31,81.60%,38,35,92.10%,38,32,84.20%,38,34,89.50%,38,33,86.80%,38,33,86.80%,38,33,86.80%,38,32,84.20%,38,37,97.40%,38,32,84.20%,38,36,94.70%,38,38,100.00%,38,36,94.70%,38,36,94.70%,38,35,92.10%,38,37,97.40%,38,36,94.70%,38,36,94.70%,38,35,92.10%,38,34,89.50%,38,34,89.50%,38,34,89.50%,38,34,89.50%,38,37,97.40%,38,37,97.40%,38,37,97.40%,38,32,84.20%,38,32,84.20%,38,32,84.20%,38,34,89.50%,38,34,89.50%,38,30,78.90%,38,32,84.20%,38,32,84.20%,38,33,86.80%,38,33,86.80%,38,38,100.00%,28,25,89.30%,38,38,100.00%,38,36,94.70%,38,36,94.70%,38,36,94.70%,38,35,92.10%,38,34,89.50%,38,37,97.40%,37,36,97.30%,38,36,94.70%,38,34,89.50%,38,35,92.10%,38,34,89.50%,34,34,100.00%,38,31,81.60%,34,34,100.00%,38,33,86.80%,38,30,78.90%,38,33,86.80%,33,33,100.00%,33,33,100.00%,38,32,84.20%,38,34,89.50%,38,34,89.50%,38,33,86.80%,38,35,92.10%,38,36,94.70%,36,35,97.20%,36,35,97.20%,36,35,97.20%,38,36,94.70%,38,30,78.90%,38,34,89.50%,38,34,89.50%
North West Of England Commissioning Region,RVY,Southport and Ormskirk Hospital NHS Trust,11,8,72.70%,11,10,90.90%,12,11,91.70%,13,13,100.00%,11,9,81.80%,11,9,81.80%,11,11,100.00%,11,10,90.90%,11,8,72.70%,11,8,72.70%,11,8,72.70%,11,9,81.80%,11,9,81.80%,11,10,90.90%,11,8,72.70%,11,9,81.80%,11,9,81.80%,11,9,81.80%,11,6,54.50%,11,9,81.80%,12,11,91.70%,12,11,91.70%,12,11,91.70%,12,11,91.70%,12,11,91.70%,11,8,72.70%,11,8,72.70%,12,10,83.30%,11,9,81.80%,11,9,81.80%,13,10,76.90%,12,10,83.30%,11,9,81.80%,11,9,81.80%,11,11,100.00%,11,10,90.90%,11,11,100.00%,12,12,100.00%,11,11,100.00%,11,10,90.90%,11,10,90.90%,13,13,100.00%,11,10,90.90%,11,11,100.00%,11,11,100.00%,12,12,100.00%,11,11,100.00%,12,11,91.70%,12,11,91.70%,11,10,90.90%,11,7,63.60%,12,8,66.70%,11,9,81.80%,11,9,81.80%,11,9,81.80%,11,9,81.80%,11,9,81.80%,11,9,81.80%,11,8,72.70%,11,7,63.60%,11,4,36.40%,11,4,36.40%,11,7,63.60%,11,8,72.70%,11,10,90.90%,11,9,81.80%,11,10,90.90%,11,7,63.60%,11,9,81.80%,11,8,72.70%,11,7,63.60%,11,8,72.70%,11,8,72.70%,11,9,81.80%,11,5,45.50%,12,6,50.00%,12,7,58.30%,11,8,72.70%,12,8,66.70%,11,5,45.50%,11,8,72.70%,11,8,72.70%,11,7,63.60%,11,7,63.60%,11,6,54.50%,12,9,75.00%,12,9,75.00%,12,9,75.00%,12,9,75.00%,11,7,63.60%,11,7,63.60%
North West Of England Commissioning Region,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,13,12,92.30%,13,13,100.00%,12,11,91.70%,14,13,92.90%,12,12,100.00%,13,10,76.90%,14,11,78.60%,14,12,85.70%,12,12,100.00%,14,10,71.40%,14,13,92.90%,14,13,92.90%,14,13,92.90%,14,14,100.00%,14,13,92.90%,14,13,92.90%,14,13,92.90%,10,9,90.00%,10,9,90.00%,14,13,92.90%,14,14,100.00%,14,12,85.70%,14,13,92.90%,14,14,100.00%,14,14,100.00%,14,13,92.90%,13,12,92.30%,14,10,71.40%,13,12,92.30%,12,12,100.00%,12,12,100.00%,12,12,100.00%,14,14,100.00%,14,13,92.90%,14,14,100.00%,13,13,100.00%,14,12,85.70%,14,14,100.00%,14,13,92.90%,14,14,100.00%,14,14,100.00%,14,14,100.00%,13,12,92.30%,14,12,85.70%,14,11,78.60%,14,14,100.00%,12,12,100.00%,14,14,100.00%,14,14,100.00%,14,14,100.00%,14,13,92.90%,13,13,100.00%,14,14,100.00%,14,14,100.00%,14,14,100.00%,13,13,100.00%,14,12,85.70%,14,13,92.90%,13,12,92.30%,14,13,92.90%,14,14,100.00%,14,13,92.90%,14,12,85.70%,13,11,84.60%,13,12,92.30%,13,12,92.30%,14,10,71.40%,14,13,92.90%,14,13,92.90%,14,13,92.90%,14,13,92.90%,13,12,92.30%,14,12,85.70%,14,11,78.60%,14,10,71.40%,14,10,71.40%,12,10,83.30%,14,14,100.00%,14,13,92.90%,12,12,100.00%,14,14,100.00%,14,14,100.00%,14,14,100.00%,14,14,100.00%,13,12,92.30%,13,12,92.30%,14,11,78.60%,14,12,85.70%,13,10,76.90%,13,10,76.90%,13,10,76.90%
North West Of England Commissioning Region,RWJ,Stockport NHS Foundation Trust,13,11,84.60%,13,11,84.60%,13,12,92.30%,13,12,92.30%,13,10,76.90%,13,9,69.20%,13,10,76.90%,13,9,69.20%,13,12,92.30%,13,12,92.30%,14,14,100.00%,13,12,92.30%,13,11,84.60%,13,12,92.30%,13,12,92.30%,13,12,92.30%,13,11,84.60%,13,10,76.90%,13,11,84.60%,13,10,76.90%,13,10,76.90%,13,5,38.50%,13,5,38.50%,13,6,46.20%,13,6,46.20%,13,6,46.20%,13,7,53.80%,13,10,76.90%,13,11,84.60%,13,13,100.00%,13,12,92.30%,13,11,84.60%,13,12,92.30%,13,12,92.30%,13,12,92.30%,13,13,100.00%,13,12,92.30%,13,12,92.30%,13,12,92.30%,13,11,84.60%,13,9,69.20%,13,9,69.20%,13,10,76.90%,13,10,76.90%,13,13,100.00%,13,12,92.30%,13,11,84.60%,13,12,92.30%,13,10,76.90%,13,10,76.90%,13,13,100.00%,13,13,100.00%,13,10,76.90%,13,10,76.90%,13,9,69.20%,13,10,76.90%,13,10,76.90%,13,12,92.30%,13,11,84.60%,13,12,92.30%,13,12,92.30%,13,11,84.60%,13,11,84.60%,13,11,84.60%,13,12,92.30%,13,12,92.30%,13,11,84.60%,13,10,76.90%,13,9,69.20%,13,10,76.90%,13,12,92.30%,13,12,92.30%,13,12,92.30%,13,11,84.60%,13,10,76.90%,13,9,69.20%,13,11,84.60%,13,10,76.90%,13,10,76.90%,13,10,76.90%,13,12,92.30%,13,11,84.60%,13,9,69.20%,13,8,61.50%,13,11,84.60%,13,12,92.30%,13,10,76.90%,13,11,84.60%,13,10,76.90%,13,9,69.20%,13,9,69.20%
North West Of England Commissioning Region,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,9,8,88.90%,9,6,66.70%,9,4,44.40%,9,6,66.70%,9,8,88.90%,9,7,77.80%,9,8,88.90%,9,8,88.90%,9,6,66.70%,9,5,55.60%,9,7,77.80%,9,7,77.80%,9,5,55.60%,9,6,66.70%,9,5,55.60%,9,7,77.80%,9,7,77.80%,9,4,44.40%,9,7,77.80%,9,5,55.60%,9,7,77.80%,9,5,55.60%,9,5,55.60%,9,5,55.60%,9,5,55.60%,9,6,66.70%,9,6,66.70%,9,7,77.80%,9,7,77.80%,9,7,77.80%,9,7,77.80%,9,7,77.80%,9,7,77.80%,9,8,88.90%,9,8,88.90%,9,9,100.00%,9,9,100.00%,9,8,88.90%,9,7,77.80%,9,7,77.80%,9,8,88.90%,9,7,77.80%,9,8,88.90%,9,9,100.00%,9,8,88.90%,9,6,66.70%,9,7,77.80%,9,8,88.90%,9,8,88.90%,9,7,77.80%,9,5,55.60%,9,5,55.60%,9,6,66.70%,9,5,55.60%,9,4,44.40%,9,4,44.40%,9,3,33.30%,9,4,44.40%,9,6,66.70%,9,9,100.00%,9,8,88.90%,9,8,88.90%,9,9,100.00%,9,8,88.90%,9,8,88.90%,9,7,77.80%,9,6,66.70%,9,6,66.70%,9,7,77.80%,9,6,66.70%,9,6,66.70%,9,5,55.60%,9,7,77.80%,9,7,77.80%,9,7,77.80%,9,5,55.60%,9,5,55.60%,9,5,55.60%,9,9,100.00%,9,8,88.90%,9,9,100.00%,9,7,77.80%,9,8,88.90%,9,7,77.80%,9,8,88.90%,9,9,100.00%,9,9,100.00%,9,8,88.90%,9,9,100.00%,9,9,100.00%,9,9,100.00%
North West Of England Commissioning Region,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,14,12,85.70%,14,12,85.70%,14,12,85.70%,14,12,85.70%,14,12,85.70%,14,14,100.00%,14,14,100.00%,14,14,100.00%,14,11,78.60%,14,13,92.90%,14,14,100.00%,14,14,100.00%,14,12,85.70%,14,14,100.00%,14,12,85.70%,14,12,85.70%,14,13,92.90%,14,14,100.00%,14,10,71.40%,14,10,71.40%,14,10,71.40%,14,11,78.60%,14,8,57.10%,14,8,57.10%,14,14,100.00%,14,12,85.70%,6,4,66.70%,14,13,92.90%,14,13,92.90%,14,12,85.70%,14,13,92.90%,14,13,92.90%,14,12,85.70%,14,13,92.90%,16,16,100.00%,14,14,100.00%,14,13,92.90%,14,12,85.70%,14,12,85.70%,6,5,83.30%,14,11,78.60%,14,11,78.60%,14,11,78.60%,14,13,92.90%,14,13,92.90%,14,11,78.60%,14,11,78.60%,14,12,85.70%,14,12,85.70%,14,14,100.00%,14,12,85.70%,14,13,92.90%,14,12,85.70%,14,12,85.70%,14,12,85.70%,14,11,78.60%,14,11,78.60%,14,13,92.90%,14,10,71.40%,14,9,64.30%,14,11,78.60%,14,13,92.90%,14,11,78.60%,14,10,71.40%,14,11,78.60%,14,14,100.00%,14,13,92.90%,14,10,71.40%,14,14,100.00%,14,10,71.40%,14,14,100.00%,14,9,64.30%,14,13,92.90%,14,10,71.40%,14,11,78.60%,14,10,71.40%,14,13,92.90%,14,14,100.00%,14,12,85.70%,14,11,78.60%,14,14,100.00%,14,11,78.60%,14,11,78.60%,14,11,78.60%,14,13,92.90%,14,13,92.90%,14,8,57.10%,14,12,85.70%,14,10,71.40%,14,8,57.10%,14,8,57.10%
