Code,Name,CC Adult Open_43437,CC Adult Occ_43437,Occupancy rate_43437,CC Adult Open_43438,CC Adult Occ_43438,Occupancy rate_43438,CC Adult Open_43439,CC Adult Occ_43439,Occupancy rate_43439,CC Adult Open_43440,CC Adult Occ_43440,Occupancy rate_43440,CC Adult Open_43441,CC Adult Occ_43441,Occupancy rate_43441,CC Adult Open_43442,CC Adult Occ_43442,Occupancy rate_43442,CC Adult Open_43443,CC Adult Occ_43443,Occupancy rate_43443,CC Adult Open_43444,CC Adult Occ_43444,Occupancy rate_43444,CC Adult Open_43445,CC Adult Occ_43445,Occupancy rate_43445,CC Adult Open_43446,CC Adult Occ_43446,Occupancy rate_43446,CC Adult Open_43447,CC Adult Occ_43447,Occupancy rate_43447,CC Adult Open_43448,CC Adult Occ_43448,Occupancy rate_43448,CC Adult Open_43449,CC Adult Occ_43449,Occupancy rate_43449,CC Adult Open_43450,CC Adult Occ_43450,Occupancy rate_43450,CC Adult Open_43451,CC Adult Occ_43451,Occupancy rate_43451,CC Adult Open_43452,CC Adult Occ_43452,Occupancy rate_43452,CC Adult Open_43453,CC Adult Occ_43453,Occupancy rate_43453,CC Adult Open_43454,CC Adult Occ_43454,Occupancy rate_43454,CC Adult Open_43455,CC Adult Occ_43455,Occupancy rate_43455,CC Adult Open_43456,CC Adult Occ_43456,Occupancy rate_43456,CC Adult Open_43457,CC Adult Occ_43457,Occupancy rate_43457,CC Adult Open_43458,CC Adult Occ_43458,Occupancy rate_43458,CC Adult Open_43459,CC Adult Occ_43459,Occupancy rate_43459,CC Adult Open_43460,CC Adult Occ_43460,Occupancy rate_43460,CC Adult Open_43461,CC Adult Occ_43461,Occupancy rate_43461,CC Adult Open_43462,CC Adult Occ_43462,Occupancy rate_43462,CC Adult Open_43463,CC Adult Occ_43463,Occupancy rate_43463,CC Adult Open_43464,CC Adult Occ_43464,Occupancy rate_43464,CC Adult Open_43465,CC Adult Occ_43465,Occupancy rate_43465,CC Adult Open_43466,CC Adult Occ_43466,Occupancy rate_43466,CC Adult Open_43467,CC Adult Occ_43467,Occupancy rate_43467,CC Adult Open_43468,CC Adult Occ_43468,Occupancy rate_43468,CC Adult Open_43469,CC Adult Occ_43469,Occupancy rate_43469,CC Adult Open_43470,CC Adult Occ_43470,Occupancy rate_43470,CC Adult Open_43471,CC Adult Occ_43471,Occupancy rate_43471,CC Adult Open_43472,CC Adult Occ_43472,Occupancy rate_43472,CC Adult Open_43473,CC Adult Occ_43473,Occupancy rate_43473,CC Adult Open_43474,CC Adult Occ_43474,Occupancy rate_43474,CC Adult Open_43475,CC Adult Occ_43475,Occupancy rate_43475,CC Adult Open_43476,CC Adult Occ_43476,Occupancy rate_43476,CC Adult Open_43477,CC Adult Occ_43477,Occupancy rate_43477,CC Adult Open_43478,CC Adult Occ_43478,Occupancy rate_43478,CC Adult Open_43479,CC Adult Occ_43479,Occupancy rate_43479,CC Adult Open_43480,CC Adult Occ_43480,Occupancy rate_43480,CC Adult Open_43481,CC Adult Occ_43481,Occupancy rate_43481,CC Adult Open_43482,CC Adult Occ_43482,Occupancy rate_43482,CC Adult Open_43483,CC Adult Occ_43483,Occupancy rate_43483,CC Adult Open_43484,CC Adult Occ_43484,Occupancy rate_43484,CC Adult Open_43485,CC Adult Occ_43485,Occupancy rate_43485,CC Adult Open_43486,CC Adult Occ_43486,Occupancy rate_43486,CC Adult Open_43487,CC Adult Occ_43487,Occupancy rate_43487,CC Adult Open_43488,CC Adult Occ_43488,Occupancy rate_43488,CC Adult Open_43489,CC Adult Occ_43489,Occupancy rate_43489,CC Adult Open_43490,CC Adult Occ_43490,Occupancy rate_43490,CC Adult Open_43491,CC Adult Occ_43491,Occupancy rate_43491,CC Adult Open_43492,CC Adult Occ_43492,Occupancy rate_43492,CC Adult Open_43493,CC Adult Occ_43493,Occupancy rate_43493,CC Adult Open_43494,CC Adult Occ_43494,Occupancy rate_43494,CC Adult Open_43495,CC Adult Occ_43495,Occupancy rate_43495,CC Adult Open_43496,CC Adult Occ_43496,Occupancy rate_43496,CC Adult Open_43497,CC Adult Occ_43497,Occupancy rate_43497,CC Adult Open_43498,CC Adult Occ_43498,Occupancy rate_43498,CC Adult Open_43499,CC Adult Occ_43499,Occupancy rate_43499,CC Adult Open_43500,CC Adult Occ_43500,Occupancy rate_43500,CC Adult Open_43501,CC Adult Occ_43501,Occupancy rate_43501,CC Adult Open_43502,CC Adult Occ_43502,Occupancy rate_43502,CC Adult Open_43503,CC Adult Occ_43503,Occupancy rate_43503,CC Adult Open_43504,CC Adult Occ_43504,Occupancy rate_43504,CC Adult Open_43505,CC Adult Occ_43505,Occupancy rate_43505,CC Adult Open_43506,CC Adult Occ_43506,Occupancy rate_43506,CC Adult Open_43507,CC Adult Occ_43507,Occupancy rate_43507,CC Adult Open_43508,CC Adult Occ_43508,Occupancy rate_43508,CC Adult Open_43509,CC Adult Occ_43509,Occupancy rate_43509,CC Adult Open_43510,CC Adult Occ_43510,Occupancy rate_43510,CC Adult Open_43511,CC Adult Occ_43511,Occupancy rate_43511,CC Adult Open_43512,CC Adult Occ_43512,Occupancy rate_43512,CC Adult Open_43513,CC Adult Occ_43513,Occupancy rate_43513,CC Adult Open_43514,CC Adult Occ_43514,Occupancy rate_43514,CC Adult Open_43515,CC Adult Occ_43515,Occupancy rate_43515,CC Adult Open_43516,CC Adult Occ_43516,Occupancy rate_43516,CC Adult Open_43517,CC Adult Occ_43517,Occupancy rate_43517,CC Adult Open_43518,CC Adult Occ_43518,Occupancy rate_43518,CC Adult Open_43519,CC Adult Occ_43519,Occupancy rate_43519,CC Adult Open_43520,CC Adult Occ_43520,Occupancy rate_43520,CC Adult Open_43521,CC Adult Occ_43521,Occupancy rate_43521,CC Adult Open_43522,CC Adult Occ_43522,Occupancy rate_43522,CC Adult Open_43523,CC Adult Occ_43523,Occupancy rate_43523,CC Adult Open_43524,CC Adult Occ_43524,Occupancy rate_43524,CC Adult Open_43525,CC Adult Occ_43525,Occupancy rate_43525,CC Adult Open_43526,CC Adult Occ_43526,Occupancy rate_43526,CC Adult Open_43527,CC Adult Occ_43527,Occupancy rate_43527
RM3,Salford Royal NHS Foundation Trust,38,37,97.4%,38,36,94.7%,38,37,97.4%,38,35,92.1%,38,37,97.4%,38,32,84.2%,38,35,92.1%,38,38,100.0%,38,38,100.0%,38,35,92.1%,38,35,92.1%,38,35,92.1%,38,37,97.4%,38,37,97.4%,38,37,97.4%,38,38,100.0%,38,36,94.7%,38,34,89.5%,38,33,86.8%,38,36,94.7%,38,37,97.4%,38,37,97.4%,38,34,89.5%,38,34,89.5%,38,38,100.0%,38,38,100.0%,38,38,100.0%,38,37,97.4%,38,38,100.0%,38,35,92.1%,38,35,92.1%,38,38,100.0%,38,36,94.7%,38,34,89.5%,38,38,100.0%,38,37,97.4%,38,37,97.4%,38,35,92.1%,38,35,92.1%,38,35,92.1%,38,33,86.8%,38,35,92.1%,38,35,92.1%,38,36,94.7%,38,33,86.8%,38,32,84.2%,38,32,84.2%,38,32,84.2%,38,34,89.5%,38,35,92.1%,38,34,89.5%,38,34,89.5%,38,33,86.8%,38,33,86.8%,38,36,94.7%,38,34,89.5%,38,34,89.5%,38,34,89.5%,38,33,86.8%,38,33,86.8%,38,35,92.1%,38,33,86.8%,38,36,94.7%,38,36,94.7%,38,37,97.4%,38,36,94.7%,38,33,86.8%,38,35,92.1%,38,35,92.1%,38,31,81.6%,38,30,78.9%,38,35,92.1%,38,35,92.1%,38,36,94.7%,38,33,86.8%,38,36,94.7%,38,35,92.1%,38,35,92.1%,38,35,92.1%,38,35,92.1%,38,34,89.5%,38,33,86.8%,38,34,89.5%,38,32,84.2%,38,30,78.9%,38,36,94.7%,38,36,94.7%,38,36,94.7%,38,32,84.2%,38,35,92.1%,38,34,89.5%
RCU,Sheffield Children's NHS Foundation Trust,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,116,99,85.3%,116,104,89.7%,116,106,91.4%,116,104,89.7%,106,89,84.0%,106,93,87.7%,116,82,70.7%,116,92,79.3%,116,96,82.8%,116,96,82.8%,116,94,81.0%,106,81,76.4%,106,78,73.6%,116,65,56.0%,116,86,74.1%,116,84,72.4%,116,87,75.0%,116,85,73.3%,106,80,75.5%,106,78,73.6%,116,75,64.7%,106,70,66.0%,106,64,60.4%,116,72,62.1%,116,82,70.7%,106,75,70.8%,106,76,71.7%,116,79,68.1%,106,93,87.7%,116,91,78.4%,116,99,85.3%,116,105,90.5%,106,96,90.6%,106,90,84.9%,116,86,74.1%,117,100,85.5%,118,101,85.6%,119,99,83.2%,118,95,80.5%,108,94,87.0%,108,86,79.6%,118,80,67.8%,118,91,77.1%,118,91,77.1%,118,98,83.1%,118,92,78.0%,108,91,84.3%,106,82,77.4%,118,78,66.1%,118,94,79.7%,118,95,80.5%,118,97,82.2%,118,95,80.5%,108,88,81.5%,106,81,76.4%,118,82,69.5%,118,91,77.1%,118,97,82.2%,118,97,82.2%,118,95,80.5%,108,92,85.2%,108,86,79.6%,118,79,66.9%,118,96,81.4%,118,100,84.7%,118,90,76.3%,118,97,82.2%,108,97,89.8%,108,80,74.1%,118,83,70.3%,118,85,72.0%,118,87,73.7%,118,92,78.0%,118,92,78.0%,108,96,88.9%,108,77,71.3%,118,74,62.7%,118,87,73.7%,118,95,80.5%,118,93,78.8%,118,90,76.3%,108,86,79.6%,108,80,74.1%,118,86,72.9%,118,95,80.5%,118,95,80.5%,118,88,74.6%,118,87,73.7%,108,84,77.8%,108,88,81.5%,118,80,67.8%
RTR,South Tees Hospitals NHS Foundation Trust,68,54,79.4%,67,56,83.6%,69,59,85.5%,68,60,88.2%,68,62,91.2%,64,55,85.9%,62,55,88.7%,70,64,91.4%,70,60,85.7%,68,55,80.9%,67,56,83.6%,64,56,87.5%,60,49,81.7%,61,51,83.6%,63,55,87.3%,65,57,87.7%,65,58,89.2%,68,62,91.2%,67,56,83.6%,66,58,87.9%,66,55,83.3%,63,54,85.7%,64,52,81.3%,64,50,78.1%,66,54,81.8%,70,62,88.6%,65,55,84.6%,63,52,82.5%,64,56,87.5%,64,55,85.9%,65,58,89.2%,69,59,85.5%,68,57,83.8%,68,57,83.8%,68,55,80.9%,65,57,87.7%,66,60,90.9%,67,57,85.1%,69,57,82.6%,0,0,-,67,54,80.6%,64,52,81.3%,64,60,93.8%,66,60,90.9%,65,62,95.4%,65,61,93.8%,66,61,92.4%,66,56,84.8%,58,53,91.4%,64,59,92.2%,65,62,95.4%,66,58,87.9%,67,62,92.5%,67,60,89.6%,65,55,84.6%,63,52,82.5%,64,56,87.5%,65,55,84.6%,67,61,91.0%,68,62,91.2%,70,60,85.7%,69,53,76.8%,65,52,80.0%,62,58,93.5%,64,58,90.6%,64,58,90.6%,66,58,87.9%,64,58,90.6%,65,52,80.0%,64,50,78.1%,66,54,81.8%,65,57,87.7%,65,60,92.3%,68,61,89.7%,66,59,89.4%,62,54,87.1%,61,51,83.6%,60,56,93.3%,64,60,93.8%,64,62,96.9%,62,54,87.1%,68,54,79.4%,57,49,86.0%,60,46,76.7%,62,53,85.5%,60,52,86.7%,65,58,89.2%,67,59,88.1%,62,55,88.7%,62,49,79.0%,61,53,86.9%
RE9,South Tyneside NHS Foundation Trust,6,4,66.7%,6,4,66.7%,6,3,50.0%,6,3,50.0%,6,3,50.0%,6,3,50.0%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,3,50.0%,6,3,50.0%,6,4,66.7%,6,4,66.7%,6,3,50.0%,6,4,66.7%,6,6,100.0%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,3,50.0%,6,3,50.0%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,5,83.3%,6,6,100.0%,6,5,83.3%,6,2,33.3%,6,2,33.3%,6,2,33.3%,6,3,50.0%,6,3,50.0%,6,3,50.0%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,3,50.0%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,4,66.7%,6,5,83.3%,6,5,83.3%,6,6,100.0%,6,6,100.0%,6,6,100.0%,6,5,83.3%,6,6,100.0%,6,5,83.3%,6,6,100.0%,6,6,100.0%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,6,100.0%,6,4,66.7%,6,3,50.0%,6,4,66.7%,6,4,66.7%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,6,100.0%,6,6,100.0%,6,5,83.3%,6,5,83.3%,6,4,66.7%,6,5,83.3%,6,4,66.7%,6,3,50.0%,6,5,83.3%,6,5,83.3%,6,5,83.3%,6,4,66.7%,6,4,66.7%,6,6,100.0%,6,4,66.7%,6,6,100.0%,6,5,83.3%,6,6,100.0%
RVY,Southport and Ormskirk Hospital NHS Trust,11,7,63.6%,11,6,54.5%,11,10,90.9%,11,11,100.0%,11,11,100.0%,11,10,90.9%,11,10,90.9%,11,11,100.0%,12,11,91.7%,12,9,75.0%,11,8,72.7%,12,11,91.7%,11,11,100.0%,11,10,90.9%,11,9,81.8%,11,11,100.0%,11,11,100.0%,11,11,100.0%,11,9,81.8%,12,9,75.0%,11,8,72.7%,12,8,66.7%,11,6,54.5%,11,7,63.6%,11,8,72.7%,11,8,72.7%,11,8,72.7%,11,9,81.8%,11,9,81.8%,11,9,81.8%,11,10,90.9%,11,9,81.8%,11,7,63.6%,11,9,81.8%,12,9,75.0%,13,10,76.9%,13,11,84.6%,12,12,100.0%,11,10,90.9%,11,8,72.7%,11,8,72.7%,11,8,72.7%,11,8,72.7%,11,7,63.6%,11,8,72.7%,11,7,63.6%,11,9,81.8%,12,10,83.3%,12,10,83.3%,12,11,91.7%,12,12,100.0%,12,12,100.0%,11,11,100.0%,11,11,100.0%,11,11,100.0%,11,11,100.0%,12,12,100.0%,12,11,91.7%,11,11,100.0%,11,9,81.8%,11,9,81.8%,11,7,63.6%,11,7,63.6%,11,11,100.0%,11,6,54.5%,11,6,54.5%,11,6,54.5%,11,6,54.5%,11,6,54.5%,11,9,81.8%,11,11,100.0%,12,12,100.0%,13,11,84.6%,11,11,100.0%,11,11,100.0%,12,11,91.7%,12,12,100.0%,13,13,100.0%,12,11,91.7%,11,10,90.9%,11,9,81.8%,12,12,100.0%,12,12,100.0%,11,11,100.0%,11,11,100.0%,11,10,90.9%,11,10,90.9%,11,8,72.7%,11,8,72.7%,11,11,100.0%,12,12,100.0%
RBN,St Helens and Knowsley Hospital Services NHS Trust,14,12,85.7%,13,12,92.3%,12,11,91.7%,14,11,78.6%,10,8,80.0%,12,11,91.7%,13,12,92.3%,12,11,91.7%,12,10,83.3%,13,11,84.6%,14,12,85.7%,14,14,100.0%,13,12,92.3%,14,11,78.6%,14,13,92.9%,14,14,100.0%,13,12,92.3%,14,14,100.0%,13,13,100.0%,13,12,92.3%,14,13,92.9%,13,12,92.3%,14,12,85.7%,12,11,91.7%,13,11,84.6%,14,14,100.0%,14,14,100.0%,14,13,92.9%,13,12,92.3%,12,10,83.3%,12,10,83.3%,11,9,81.8%,11,9,81.8%,13,13,100.0%,14,14,100.0%,13,13,100.0%,12,11,91.7%,11,10,90.9%,11,11,100.0%,11,11,100.0%,12,11,91.7%,14,13,92.9%,13,13,100.0%,13,13,100.0%,14,14,100.0%,12,12,100.0%,12,12,100.0%,13,12,92.3%,14,11,78.6%,14,14,100.0%,14,14,100.0%,12,10,83.3%,12,11,91.7%,11,8,72.7%,12,9,75.0%,11,9,81.8%,12,10,83.3%,11,11,100.0%,13,13,100.0%,13,13,100.0%,11,11,100.0%,13,12,92.3%,12,12,100.0%,12,10,83.3%,13,10,76.9%,13,11,84.6%,11,9,81.8%,12,10,83.3%,12,12,100.0%,13,12,92.3%,13,12,92.3%,13,13,100.0%,13,13,100.0%,14,12,85.7%,12,12,100.0%,12,12,100.0%,13,12,92.3%,13,12,92.3%,14,13,92.9%,14,11,78.6%,13,13,100.0%,14,14,100.0%,14,13,92.9%,14,11,78.6%,13,12,92.3%,12,12,100.0%,13,12,92.3%,12,11,91.7%,12,11,91.7%,12,12,100.0%,13,10,76.9%
RWJ,Stockport NHS Foundation Trust,13,11,84.6%,13,11,84.6%,13,12,92.3%,13,13,100.0%,13,11,84.6%,14,14,100.0%,13,11,84.6%,13,12,92.3%,13,10,76.9%,13,13,100.0%,13,12,92.3%,13,10,76.9%,13,12,92.3%,14,14,100.0%,13,12,92.3%,13,13,100.0%,14,14,100.0%,13,13,100.0%,13,11,84.6%,13,11,84.6%,13,11,84.6%,13,11,84.6%,13,11,84.6%,13,13,100.0%,13,10,76.9%,13,12,92.3%,13,12,92.3%,13,13,100.0%,13,11,84.6%,13,10,76.9%,13,10,76.9%,13,11,84.6%,13,13,100.0%,13,13,100.0%,13,13,100.0%,13,12,92.3%,13,12,92.3%,13,8,61.5%,13,12,92.3%,13,11,84.6%,13,10,76.9%,13,10,76.9%,13,12,92.3%,13,13,100.0%,13,13,100.0%,13,12,92.3%,13,13,100.0%,13,13,100.0%,13,12,92.3%,13,12,92.3%,13,10,76.9%,13,10,76.9%,13,11,84.6%,13,10,76.9%,13,9,69.2%,13,9,69.2%,13,11,84.6%,13,11,84.6%,13,9,69.2%,13,8,61.5%,13,10,76.9%,13,8,61.5%,13,7,53.8%,13,9,69.2%,13,9,69.2%,13,8,61.5%,13,11,84.6%,13,12,92.3%,13,12,92.3%,13,10,76.9%,13,11,84.6%,14,14,100.0%,13,11,84.6%,13,10,76.9%,13,10,76.9%,13,10,76.9%,13,11,84.6%,13,9,69.2%,13,13,100.0%,14,14,100.0%,13,11,84.6%,13,9,69.2%,13,8,61.5%,13,9,69.2%,13,10,76.9%,13,13,100.0%,13,12,92.3%,13,10,76.9%,13,9,69.2%,13,7,53.8%,13,7,53.8%
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,9,7,77.8%,9,7,77.8%,9,6,66.7%,9,7,77.8%,9,6,66.7%,9,6,66.7%,9,6,66.7%,9,5,55.6%,9,2,22.2%,9,3,33.3%,9,7,77.8%,9,6,66.7%,9,6,66.7%,9,4,44.4%,9,5,55.6%,9,6,66.7%,9,7,77.8%,9,5,55.6%,9,6,66.7%,9,6,66.7%,9,5,55.6%,9,6,66.7%,9,6,66.7%,9,8,88.9%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,8,88.9%,11,10,90.9%,12,12,100.0%,13,12,92.3%,14,13,92.9%,9,7,77.8%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,6,66.7%,9,8,88.9%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,8,88.9%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,7,77.8%,9,6,66.7%,9,6,66.7%,9,8,88.9%,9,8,88.9%,9,9,100.0%,9,7,77.8%,9,6,66.7%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,9,100.0%,9,8,88.9%,9,6,66.7%,9,6,66.7%
RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,86,67,77.9%,86,75,87.2%,86,73,84.9%,86,64,74.4%,86,63,73.3%,86,63,73.3%,86,64,74.4%,86,74,86.0%,86,73,84.9%,86,72,83.7%,86,67,77.9%,86,63,73.3%,86,65,75.6%,86,63,73.3%,84,71,84.5%,86,73,84.9%,86,69,80.2%,86,67,77.9%,86,68,79.1%,86,62,72.1%,86,59,68.6%,86,57,66.3%,86,57,66.3%,86,57,66.3%,86,67,77.9%,86,63,73.3%,86,62,72.1%,86,61,70.9%,86,72,83.7%,86,65,75.6%,86,70,81.4%,86,70,81.4%,86,65,75.6%,86,61,70.9%,86,58,67.4%,86,64,74.4%,86,71,82.6%,86,70,81.4%,86,70,81.4%,86,74,86.0%,86,69,80.2%,86,70,81.4%,86,70,81.4%,86,73,84.9%,86,79,91.9%,86,80,93.0%,86,82,95.3%,86,68,79.1%,86,64,74.4%,86,76,88.4%,86,79,91.9%,86,77,89.5%,86,74,86.0%,86,64,74.4%,86,68,79.1%,86,63,73.3%,86,71,82.6%,86,71,82.6%,86,74,86.0%,86,75,87.2%,86,77,89.5%,86,72,83.7%,86,70,81.4%,86,70,81.4%,86,71,82.6%,86,74,86.0%,86,77,89.5%,86,76,88.4%,86,68,79.1%,86,67,77.9%,86,72,83.7%,86,72,83.7%,86,69,80.2%,86,67,77.9%,86,70,81.4%,86,68,79.1%,86,69,80.2%,86,76,88.4%,86,75,87.2%,86,77,89.5%,86,73,84.9%,86,75,87.2%,86,66,76.7%,86,63,73.3%,86,70,81.4%,86,76,88.4%,86,70,81.4%,86,69,80.2%,86,62,72.1%,86,60,69.8%,86,60,69.8%
RFR,The Rotherham NHS Foundation Trust,14,7,50.0%,14,9,64.3%,14,6,42.9%,14,6,42.9%,14,7,50.0%,14,9,64.3%,14,7,50.0%,14,6,42.9%,14,8,57.1%,14,6,42.9%,14,7,50.0%,14,8,57.1%,12,12,100.0%,12,10,83.3%,12,8,66.7%,12,10,83.3%,12,12,100.0%,14,10,71.4%,14,10,71.4%,14,8,57.1%,14,9,64.3%,14,9,64.3%,14,7,50.0%,14,9,64.3%,14,8,57.1%,14,8,57.1%,17,7,41.2%,14,6,42.9%,14,6,42.9%,14,9,64.3%,14,8,57.1%,14,11,78.6%,14,11,78.6%,14,10,71.4%,14,10,71.4%,0,0,-,14,14,100.0%,0,0,-,14,11,78.6%,14,8,57.1%,14,9,64.3%,14,13,92.9%,14,12,85.7%,14,14,100.0%,14,10,71.4%,14,9,64.3%,14,9,64.3%,14,10,71.4%,14,11,78.6%,14,9,64.3%,14,9,64.3%,0,0,-,14,9,64.3%,14,7,50.0%,14,7,50.0%,14,10,71.4%,14,12,85.7%,12,12,100.0%,12,9,75.0%,14,10,71.4%,14,11,78.6%,14,9,64.3%,14,9,64.3%,14,11,78.6%,14,10,71.4%,14,7,50.0%,14,9,64.3%,14,8,57.1%,14,10,71.4%,14,11,78.6%,14,12,85.7%,14,10,71.4%,14,10,71.4%,14,12,85.7%,14,11,78.6%,14,11,78.6%,14,8,57.1%,14,9,64.3%,14,8,57.1%,14,8,57.1%,14,11,78.6%,14,10,71.4%,14,9,64.3%,14,8,57.1%,14,8,57.1%,14,8,57.1%,14,8,57.1%,14,10,71.4%,14,10,71.4%,14,10,71.4%,14,10,71.4%
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,14,7,50.0%,14,7,50.0%,14,9,64.3%,14,11,78.6%,14,11,78.6%,14,9,64.3%,14,8,57.1%,14,9,64.3%,14,12,85.7%,14,12,85.7%,14,10,71.4%,14,8,57.1%,14,13,92.9%,14,10,71.4%,14,9,64.3%,14,11,78.6%,14,11,78.6%,14,12,85.7%,14,8,57.1%,14,10,71.4%,14,13,92.9%,14,10,71.4%,14,10,71.4%,14,7,50.0%,14,11,78.6%,14,13,92.9%,14,11,78.6%,14,8,57.1%,14,10,71.4%,14,9,64.3%,14,12,85.7%,14,13,92.9%,14,11,78.6%,14,10,71.4%,14,11,78.6%,14,12,85.7%,14,11,78.6%,14,11,78.6%,14,12,85.7%,14,10,71.4%,14,11,78.6%,14,12,85.7%,14,12,85.7%,14,11,78.6%,14,12,85.7%,14,14,100.0%,14,11,78.6%,14,12,85.7%,14,13,92.9%,14,12,85.7%,14,14,100.0%,14,14,100.0%,14,12,85.7%,14,14,100.0%,14,12,85.7%,14,12,85.7%,14,14,100.0%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,13,92.9%,14,14,100.0%,14,10,71.4%,14,11,78.6%,14,11,78.6%,14,11,78.6%,14,12,85.7%,14,12,85.7%,14,11,78.6%,14,14,100.0%,14,13,92.9%,14,13,92.9%,14,9,64.3%,14,10,71.4%,14,8,57.1%,14,8,57.1%,14,9,64.3%,14,12,85.7%,14,11,78.6%,14,8,57.1%,14,12,85.7%,14,8,57.1%,14,10,71.4%,14,14,100.0%,14,7,50.0%,14,7,50.0%,14,9,64.3%,14,7,50.0%,14,9,64.3%
RWW,Warrington and Halton Hospitals NHS Foundation Trust,18,15,83.3%,18,15,83.3%,18,16,88.9%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,17,94.4%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,15,83.3%,18,16,88.9%,18,13,72.2%,18,13,72.2%,18,14,77.8%,18,15,83.3%,18,14,77.8%,18,14,77.8%,18,13,72.2%,18,14,77.8%,18,15,83.3%,18,15,83.3%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,16,88.9%,18,17,94.4%,18,18,100.0%,18,18,100.0%,18,17,94.4%,18,15,83.3%,18,17,94.4%,18,18,100.0%,18,15,83.3%,18,14,77.8%,18,14,77.8%,18,13,72.2%,18,16,88.9%,18,17,94.4%,18,16,88.9%,18,15,83.3%,18,15,83.3%,18,17,94.4%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,18,100.0%,18,16,88.9%,18,10,55.6%,18,13,72.2%,18,15,83.3%,18,16,88.9%,18,18,100.0%,18,15,83.3%,18,16,88.9%,18,14,77.8%,18,15,83.3%,18,17,94.4%,18,17,94.4%,18,18,100.0%,18,18,100.0%,18,14,77.8%,18,17,94.4%,18,15,83.3%,18,14,77.8%,18,17,94.4%,18,17,94.4%,18,17,94.4%,18,18,100.0%,18,15,83.3%,18,17,94.4%,18,15,83.3%,18,15,83.3%,18,15,83.3%,18,14,77.8%,18,15,83.3%,18,17,94.4%,18,16,88.9%,18,16,88.9%,18,16,88.9%,18,17,94.4%,18,16,88.9%,18,16,88.9%,18,16,88.9%,18,16,88.9%,18,18,100.0%
